CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
199,42.45348,Male,31.002243,13.435354,3.036564,8.602756,Premium,Quarterly,705.53455,13.57939,0
200,54.1267,Female,29.914646,18.404966,6.782189,13.110983,Basic,Quarterly,613.00037,6.918608,0
201,54.600628,Male,43.34784,7.6904798,8.940298,7.489539,Basic,Monthly,846.48047,24.866264,0
202,30.489307,Male,25.453547,23.01612,3.5772214,22.708158,Standard,Annual,433.8536,21.839216,0
203,39.46844,Male,28.068636,17.757967,3.8832195,10.998026,Standard,Annual,720.94055,21.564976,0
204,36.52452,Male,46.373005,14.576841,8.894302,16.957989,Basic,Annual,590.7124,25.636429,0
205,35.545986,Male,20.950966,24.713432,2.1530516,12.34464,Standard,Quarterly,861.05554,21.802198,0
206,55.25623,Male,9.416611,7.975753,7.3943553,19.393639,Premium,Quarterly,779.45447,14.155169,0
207,37.474922,Male,33.670197,10.466339,1.7890618,7.530094,Standard,Quarterly,786.75604,12.343723,0
208,39.99028,Male,48.4078,12.649429,1.3201203,8.193891,Premium,Quarterly,611.9292,12.933357,0
209,45.45155,Male,43.7073,10.423646,1.6496605,6.277528,Basic,Quarterly,603.5525,11.473907,0
210,40.41244,Male,39.80589,9.416619,5.5991497,7.4794817,Basic,Annual,656.62396,15.958076,0
211,34.043842,Male,36.61878,22.044256,8.051782,16.493956,Basic,Annual,731.9212,19.67354,0
212,46.454113,Male,19.171146,20.956484,2.190653,4.576243,Standard,Quarterly,796.39594,19.667976,0
213,50.757133,Male,31.159307,24.478748,6.527151,5.7147536,Basic,Annual,242.50502,20.34257,0
214,30.768143,Male,33.281113,13.858321,5.3503027,17.120693,Basic,Annual,784.8538,22.200705,0
215,31.150309,Male,15.502469,12.930757,1.4596858,7.0392103,Premium,Quarterly,471.82306,8.435944,0
216,35.81937,Female,13.089863,6.7912545,8.996421,23.079788,Standard,Quarterly,633.4246,7.426006,0
217,31.141174,Male,16.055656,27.214863,1.2869275,10.00577,Standard,Quarterly,619.956,21.764097,0
218,43.38876,Male,40.858425,13.108428,3.2042432,14.942902,Basic,Quarterly,733.2404,16.944138,0
219,29.072687,Male,27.815348,6.435084,1.1092131,11.998006,Standard,Quarterly,754.41113,22.584631,0
220,36.219788,Male,36.255417,25.03229,1.0753036,8.080473,Standard,Annual,740.5732,9.22172,0
221,39.98027,Female,44.58451,12.029208,4.5306334,12.523529,Basic,Annual,640.7163,8.2333555,0
222,48.08943,Male,36.575977,11.937874,8.717198,25.52342,Basic,Quarterly,666.4761,21.200748,0
223,50.189774,Male,24.533495,21.803478,2.8701713,7.6565495,Standard,Quarterly,761.98364,14.524286,0
224,37.794655,Male,20.646193,20.711391,2.2331486,7.943922,Standard,Quarterly,754.68634,15.3752575,0
225,43.603058,Female,37.34804,23.225744,1.1031473,23.312891,Standard,Quarterly,297.09952,8.193785,0
226,31.921259,Male,28.444305,23.329819,0.9157071,17.220085,Standard,Quarterly,711.2686,18.90239,0
227,30.10476,Male,48.2448,25.156288,2.0468762,19.078426,Standard,Annual,697.8578,12.021452,0
228,44.65725,Male,42.58919,13.046839,1.786953,10.638987,Basic,Quarterly,758.7625,12.492308,0
229,32.54544,Male,30.456457,6.3620887,2.4006128,10.88552,Basic,Annual,452.19785,20.702984,0
230,38.335567,Male,38.855347,16.917875,2.046677,16.252373,Standard,Quarterly,791.7174,10.090976,0
231,33.588287,Female,12.6341915,19.48907,1.388135,7.885564,Standard,Quarterly,845.05176,5.797686,0
232,45.935955,Female,25.836447,8.73772,3.9506495,10.621265,Basic,Quarterly,249.76518,7.0716286,0
233,36.199436,Male,40.211983,19.613384,4.596436,10.326236,Basic,Annual,639.8676,14.116749,0
234,51.16783,Male,22.522354,14.564963,6.391646,20.272171,Basic,Quarterly,572.846,20.616215,0
235,34.078323,Female,33.798927,17.301016,2.1846256,15.310129,Standard,Quarterly,790.89606,6.6685567,0
236,41.42288,Male,39.80427,8.817928,2.0615911,15.136954,Basic,Quarterly,790.3186,19.92169,0
237,35.010983,Male,42.062523,7.726703,4.0012836,20.147581,Basic,Annual,471.12854,12.243174,0
238,47.85163,Male,18.71678,11.428971,4.924408,21.197582,Premium,Quarterly,622.766,8.718878,0
239,46.33211,Male,39.305664,23.975796,1.5167813,19.158524,Basic,Quarterly,279.71118,8.504099,0
240,37.743275,Male,59.763832,15.509227,2.013996,7.0063224,Premium,Annual,675.6531,13.012902,0
241,27.457375,Male,34.308025,14.687653,1.3930597,12.6444,Standard,Quarterly,849.80646,20.943172,0
242,55.92958,Male,9.326412,23.118122,5.0962186,19.560823,Standard,Quarterly,865.9988,21.63158,0
243,30.71364,Male,17.761477,25.682497,6.0610867,2.820374,Standard,Annual,766.5134,13.925562,0
244,40.98983,Male,13.987604,8.779101,2.343176,16.362549,Standard,Quarterly,570.18384,8.761537,0
245,48.60158,Male,35.063847,23.545193,7.7183046,24.624521,Standard,Annual,844.27515,11.915878,0
246,26.434237,Male,43.443153,22.033522,1.0402038,10.274876,Standard,Annual,754.90967,19.292849,0
247,33.961098,Male,49.480995,11.86862,1.6843504,15.346011,Basic,Quarterly,572.79297,25.241928,0
248,50.222267,Male,27.333288,21.897766,2.3103564,13.5543,Premium,Quarterly,648.9788,10.901451,0
249,32.239895,Female,33.140553,13.928287,1.591645,8.757207,Standard,Quarterly,816.04895,6.5401573,0
250,52.124893,Male,10.432772,10.818824,8.719359,16.895454,Basic,Quarterly,690.719,22.14246,0
251,52.531773,Female,10.874395,23.74488,4.7746735,6.685083,Standard,Quarterly,574.90485,7.9460287,0
252,32.225883,Male,26.68664,6.379934,1.1863325,18.13082,Standard,Quarterly,753.41595,8.520272,0
253,29.174646,Male,46.612003,12.418722,1.8875198,16.374119,Premium,Quarterly,577.9077,10.740203,0
254,48.637714,Male,32.346478,24.1823,2.0782788,7.241792,Basic,Annual,595.20233,14.134689,0
255,38.717083,Male,23.41129,12.1657295,1.9447904,6.801595,Standard,Quarterly,847.28534,7.8675337,0
256,44.220573,Male,54.093945,12.858434,4.186923,3.723905,Standard,Annual,804.3176,17.678738,0
257,29.289974,Male,30.90096,12.748015,1.8010284,23.59192,Premium,Quarterly,638.9034,11.168312,0
258,44.33238,Male,33.091194,6.609736,2.0729012,15.759988,Standard,Quarterly,830.7835,12.053317,0
259,35.27756,Female,31.079386,11.526534,7.0957093,25.40227,Premium,Quarterly,689.926,5.8629613,0
260,55.9382,Female,30.008892,7.3725286,8.212024,21.78758,Basic,Quarterly,780.8331,9.270436,0
261,28.273941,Male,38.397762,29.640564,1.1346772,9.925426,Standard,Annual,473.50015,14.334907,0
262,41.369183,Male,10.326708,14.612181,7.817862,16.457527,Standard,Quarterly,829.30865,19.262018,0
263,33.195263,Male,28.562069,24.809044,1.6763538,16.056484,Standard,Annual,750.92114,11.368184,0
264,35.8403,Male,34.089115,10.682523,6.6830587,5.571927,Basic,Annual,273.41666,22.272188,0
